id_leitura,datahora,cultura,umidade_solo,temperatura_ar,ph_solo,nitrogenio_n,fosforo_p,potassio_k,valor_ldr,produtividade_t_ha,volume_irrigacao_mm,origem
481,2026-01-11 06:00:00,Milho,62.3,23.7,5.7,87.5,27.2,68.5,1151,14.98,3.6,simulado
482,2026-01-11 06:30:00,Milho,56.4,24.7,5.8,72.2,42.4,46.6,1277,14.67,8.6,simulado
483,2026-01-11 07:00:00,Milho,71.5,27.5,6.46,47.6,42.2,25.8,2122,13.75,0.0,simulado
484,2026-01-11 07:30:00,Milho,47.0,29.8,7.02,30.8,59.8,80.8,2840,10.77,16.9,simulado
485,2026-01-11 08:00:00,Milho,78.0,27.4,6.73,24.2,36.5,62.7,2474,12.26,0.0,simulado
486,2026-01-11 08:30:00,Milho,61.0,28.9,7.89,59.2,50.8,53.4,3950,13.82,6.1,simulado
487,2026-01-11 09:00:00,Milho,86.8,16.8,7.24,96.3,61.5,47.9,3118,8.59,0.0,simulado
488,2026-01-11 09:30:00,Milho,36.4,17.2,6.2,67.8,19.0,56.6,1792,8.16,17.4,simulado
489,2026-01-11 10:00:00,Milho,79.3,28.4,6.6,27.5,52.9,64.0,2303,11.99,0.0,simulado
490,2026-01-11 10:30:00,Milho,39.3,27.1,5.82,94.5,28.2,44.9,1310,10.85,18.1,simulado
491,2026-01-11 11:00:00,Milho,37.5,17.9,6.18,34.4,55.7,100.0,1760,8.56,16.5,simulado
492,2026-01-11 11:30:00,Milho,51.9,15.8,5.8,49.3,32.3,50.5,1281,11.78,8.2,simulado
493,2026-01-11 12:00:00,Milho,50.9,32.5,5.6,75.5,54.2,15.8,1025,11.47,14.4,simulado
494,2026-01-11 12:30:00,Milho,72.4,20.9,6.39,29.8,49.3,1.8,2029,12.37,1.3,simulado
495,2026-01-11 13:00:00,Milho,39.3,27.5,4.78,99.4,24.9,82.2,0,8.98,20.9,simulado
496,2026-01-11 13:30:00,Milho,54.7,23.7,5.71,97.8,63.4,34.2,1161,15.48,9.7,simulado
497,2026-01-11 14:00:00,Milho,54.5,20.8,4.97,62.0,87.2,44.9,216,11.59,8.7,simulado
498,2026-01-11 14:30:00,Milho,100.0,24.6,6.42,37.3,99.4,43.8,2069,8.5,0.0,simulado
499,2026-01-11 15:00:00,Milho,62.4,23.5,5.58,34.5,1.3,24.8,1000,12.54,4.3,simulado
500,2026-01-11 15:30:00,Milho,21.8,28.4,5.96,90.2,48.3,58.4,1489,9.0,31.4,simulado
501,2026-01-11 16:00:00,Milho,43.1,19.2,4.69,84.6,69.9,20.7,0,8.6,11.8,simulado
502,2026-01-11 16:30:00,Milho,44.4,26.1,7.24,78.9,100.0,46.8,3124,11.62,15.3,simulado
503,2026-01-11 17:00:00,Milho,71.2,21.0,5.56,82.2,37.1,19.4,978,13.95,0.1,simulado
504,2026-01-11 17:30:00,Milho,94.5,22.2,6.77,27.7,92.9,42.3,2519,8.53,0.0,simulado
505,2026-01-11 18:00:00,Milho,37.3,26.9,6.89,47.0,84.0,92.1,2674,9.22,22.3,simulado
506,2026-01-11 18:30:00,Milho,76.4,23.5,5.91,77.0,60.8,45.7,1426,13.92,1.3,simulado
507,2026-01-11 19:00:00,Milho,50.1,26.3,4.41,37.1,59.6,37.8,0,10.7,11.1,simulado
508,2026-01-11 19:30:00,Milho,27.6,20.4,6.36,56.1,52.5,31.0,1991,7.33,23.9,simulado
509,2026-01-11 20:00:00,Milho,62.3,29.8,5.83,64.7,12.8,40.6,1315,14.82,4.6,simulado
510,2026-01-11 20:30:00,Milho,40.1,25.8,5.76,67.2,36.3,24.9,1233,10.6,18.8,simulado
511,2026-01-11 21:00:00,Milho,24.8,24.8,5.77,31.7,26.1,74.1,1240,7.4,28.7,simulado
512,2026-01-11 21:30:00,Milho,77.2,29.5,7.18,0.0,73.1,23.2,3042,10.03,0.0,simulado
513,2026-01-11 22:00:00,Milho,45.9,21.6,6.49,12.5,53.0,15.8,2165,9.87,14.0,simulado
514,2026-01-11 22:30:00,Milho,60.1,22.9,5.14,0.0,28.1,45.3,437,11.29,5.0,simulado
515,2026-01-11 23:00:00,Milho,30.7,30.8,4.82,43.7,3.2,87.7,27,6.35,29.3,simulado
516,2026-01-11 23:30:00,Milho,78.3,25.5,5.93,38.4,32.1,59.6,1452,12.07,2.0,simulado
517,2026-01-12 00:00:00,Milho,41.8,15.8,5.26,73.4,100.0,100.0,591,9.19,13.6,simulado
518,2026-01-12 00:30:00,Milho,50.8,18.6,5.97,52.3,71.2,65.2,1491,12.1,7.3,simulado
519,2026-01-12 01:00:00,Milho,50.8,35.6,5.58,58.9,29.0,65.2,1003,9.87,15.0,simulado
520,2026-01-12 01:30:00,Milho,48.5,13.8,5.94,14.6,33.3,54.1,1463,9.46,6.7,simulado
521,2026-01-12 02:00:00,Milho,49.7,26.3,6.96,27.9,46.2,54.7,2764,10.62,12.2,simulado
522,2026-01-12 02:30:00,Milho,62.6,28.2,5.86,32.9,65.8,46.9,1350,15.72,4.4,simulado
523,2026-01-12 03:00:00,Milho,66.8,30.8,6.69,41.4,62.6,34.3,2420,14.6,0.2,simulado
524,2026-01-12 03:30:00,Milho,73.8,27.7,5.9,55.9,39.2,38.7,1413,13.93,0.0,simulado
525,2026-01-12 04:00:00,Milho,61.5,23.3,6.07,48.4,60.3,51.0,1623,15.2,4.7,simulado
526,2026-01-12 04:30:00,Milho,81.4,28.0,6.73,25.8,66.3,59.0,2464,12.21,0.0,simulado
527,2026-01-12 05:00:00,Milho,23.8,33.9,5.44,36.3,81.0,18.7,817,6.14,30.7,simulado
528,2026-01-12 05:30:00,Milho,31.4,24.2,5.25,50.0,36.0,3.8,582,6.31,22.8,simulado
529,2026-01-12 06:00:00,Milho,46.7,27.8,5.74,33.4,57.2,35.9,1208,11.67,16.2,simulado
530,2026-01-12 06:30:00,Milho,47.0,21.0,6.19,100.0,14.9,55.5,1779,12.02,12.2,simulado
531,2026-01-12 07:00:00,Milho,54.8,30.1,6.02,29.6,75.7,0.0,1562,12.91,10.6,simulado
532,2026-01-12 07:30:00,Milho,82.5,27.1,6.0,58.4,42.1,6.0,1535,11.18,0.2,simulado
533,2026-01-12 08:00:00,Milho,68.5,31.0,5.51,50.6,36.0,36.1,904,13.16,1.7,simulado
534,2026-01-12 08:30:00,Milho,47.5,31.1,6.24,71.7,46.5,47.6,1838,12.1,16.8,simulado
535,2026-01-12 09:00:00,Milho,20.7,23.1,5.71,64.0,25.4,33.7,1167,7.1,29.1,simulado
536,2026-01-12 09:30:00,Milho,94.6,24.1,5.15,76.5,47.9,54.2,444,7.69,0.0,simulado
537,2026-01-12 10:00:00,Milho,69.4,21.9,6.29,70.6,33.4,45.8,1904,14.95,0.0,simulado
538,2026-01-12 10:30:00,Milho,2.0,30.0,6.03,80.1,80.6,1.3,1571,8.73,46.5,simulado
539,2026-01-12 11:00:00,Milho,55.1,32.3,6.13,27.3,92.7,54.1,1704,13.63,10.1,simulado
540,2026-01-12 11:30:00,Milho,40.2,21.8,5.72,11.0,45.7,19.1,1175,7.53,17.0,simulado
541,2026-01-12 12:00:00,Milho,85.9,31.6,5.56,68.7,50.5,55.2,971,10.17,0.0,simulado
542,2026-01-12 12:30:00,Milho,48.0,18.0,5.28,17.0,46.0,34.5,615,8.43,12.1,simulado
543,2026-01-12 13:00:00,Milho,42.0,17.1,6.94,82.7,89.6,58.9,2734,9.57,15.2,simulado
544,2026-01-12 13:30:00,Milho,73.6,18.1,6.72,24.1,100.0,90.3,2451,13.44,0.0,simulado
545,2026-01-12 14:00:00,Milho,32.8,19.0,5.84,31.2,59.7,79.0,1329,8.15,18.7,simulado
546,2026-01-12 14:30:00,Milho,10.5,23.6,6.18,20.9,19.6,18.0,1765,6.38,35.1,real
547,2026-01-12 15:00:00,Milho,62.7,37.2,6.11,57.2,61.3,41.0,1676,15.48,5.8,simulado
548,2026-01-12 15:30:00,Milho,22.1,31.6,6.54,52.9,71.2,15.1,2222,6.68,34.1,simulado
549,2026-01-12 16:00:00,Milho,52.9,20.5,6.37,32.1,67.0,87.9,2005,13.04,9.6,simulado
550,2026-01-12 16:30:00,Milho,37.4,18.3,6.16,28.7,44.8,39.0,1743,8.86,17.2,simulado
551,2026-01-12 17:00:00,Milho,100.0,26.0,6.05,26.7,49.8,44.3,1599,8.36,0.7,simulado
552,2026-01-12 17:30:00,Milho,62.5,26.5,6.11,22.4,40.4,53.1,1671,14.02,3.7,simulado
553,2026-01-12 18:00:00,Milho,42.4,23.1,4.8,48.3,51.2,100.0,6,8.66,18.1,simulado
554,2026-01-12 18:30:00,Milho,51.8,25.3,6.8,29.3,0.0,29.0,2556,11.37,10.2,simulado
555,2026-01-12 19:00:00,Milho,39.7,24.5,5.71,74.7,75.1,42.8,1161,10.54,20.7,simulado
556,2026-01-12 19:30:00,Milho,60.9,29.9,6.37,74.6,62.4,68.4,2003,16.0,7.5,simulado
557,2026-01-12 20:00:00,Milho,67.1,21.7,6.14,88.2,48.9,41.7,1716,16.0,1.1,simulado
558,2026-01-12 20:30:00,Milho,15.2,22.3,7.05,97.0,75.6,10.9,2883,7.77,31.4,simulado
559,2026-01-12 21:00:00,Milho,70.4,28.5,7.07,50.9,50.3,39.9,2907,13.38,1.0,simulado
560,2026-01-12 21:30:00,Milho,76.1,28.3,6.7,58.5,100.0,66.2,2431,14.04,0.0,simulado
561,2026-01-12 22:00:00,Milho,44.4,16.4,6.1,44.4,77.5,24.0,1668,9.95,13.6,simulado
562,2026-01-12 22:30:00,Milho,51.3,17.9,6.94,26.0,25.4,94.3,2736,10.81,8.4,simulado
563,2026-01-12 23:00:00,Milho,82.4,17.0,6.84,41.7,48.3,83.7,2613,9.38,0.5,simulado
564,2026-01-12 23:30:00,Milho,68.0,24.2,5.87,59.2,3.5,39.1,1375,14.95,0.0,simulado
565,2026-01-13 00:00:00,Milho,60.0,16.7,7.6,53.7,20.4,38.8,3586,10.99,5.1,simulado
566,2026-01-13 00:30:00,Milho,44.9,27.7,5.29,69.4,33.4,48.6,628,10.18,16.2,simulado
567,2026-01-13 01:00:00,Milho,82.1,27.8,6.58,25.9,100.0,4.6,2274,10.63,0.0,simulado
568,2026-01-13 01:30:00,Milho,18.0,25.3,4.31,91.2,94.0,74.0,0,6.64,32.0,simulado
569,2026-01-13 02:00:00,Milho,61.9,17.6,5.91,61.7,61.5,15.9,1422,14.07,5.8,simulado
570,2026-01-13 02:30:00,Milho,38.4,34.5,6.52,59.0,1.6,65.7,2207,8.86,21.0,simulado
571,2026-01-13 03:00:00,Milho,71.9,25.1,5.38,41.0,100.0,42.2,738,13.91,3.1,simulado
572,2026-01-13 03:30:00,Milho,53.1,25.4,4.31,63.7,45.6,46.6,0,10.75,10.9,simulado
573,2026-01-13 04:00:00,Milho,11.2,17.3,5.41,60.9,65.5,61.3,780,5.78,28.4,simulado
574,2026-01-13 04:30:00,Milho,57.0,28.9,4.87,54.9,73.1,49.1,86,13.13,9.4,simulado
575,2026-01-13 05:00:00,Milho,61.4,25.2,4.23,84.3,81.4,77.2,0,14.06,6.1,simulado
576,2026-01-13 05:30:00,Milho,58.6,24.1,6.81,34.3,82.4,25.9,2573,12.77,7.2,simulado
577,2026-01-13 06:00:00,Milho,65.1,22.4,5.69,32.7,64.3,49.7,1135,13.95,3.2,simulado
578,2026-01-13 06:30:00,Milho,28.9,33.8,6.67,54.5,39.8,47.7,2398,6.82,30.3,simulado
579,2026-01-13 07:00:00,Milho,45.3,26.5,6.82,47.8,90.7,77.5,2583,12.5,16.2,simulado
580,2026-01-13 07:30:00,Milho,62.3,22.5,7.09,44.5,21.1,0.0,2928,12.22,4.1,simulado
581,2026-01-13 08:00:00,Milho,40.0,23.4,6.55,22.3,16.6,10.3,2235,8.19,15.9,real
582,2026-01-13 08:30:00,Milho,34.7,25.7,6.29,26.7,46.0,61.5,1912,8.89,20.3,simulado
583,2026-01-13 09:00:00,Milho,33.0,28.9,7.43,24.9,48.5,26.4,3367,6.94,23.9,simulado
584,2026-01-13 09:30:00,Milho,53.2,27.4,5.87,33.2,25.6,32.0,1366,11.91,9.9,simulado
585,2026-01-13 10:00:00,Milho,29.7,20.5,6.68,55.0,60.9,46.5,2406,7.92,22.6,simulado
586,2026-01-13 10:30:00,Milho,65.1,18.9,7.41,44.5,33.8,30.0,3345,11.86,3.1,simulado
587,2026-01-13 11:00:00,Milho,30.2,29.3,5.24,63.2,0.0,73.0,562,7.45,28.8,simulado
588,2026-01-13 11:30:00,Milho,58.5,34.0,5.2,28.6,21.1,66.9,511,10.99,8.3,simulado
589,2026-01-13 12:00:00,Milho,41.3,25.7,4.23,16.5,52.6,18.5,0,6.61,16.8,simulado
590,2026-01-13 12:30:00,Milho,84.8,22.2,6.77,50.1,65.0,47.6,2526,11.26,0.0,simulado
591,2026-01-13 13:00:00,Milho,30.9,16.5,6.79,12.2,60.1,30.7,2547,6.8,18.4,simulado
592,2026-01-13 13:30:00,Milho,35.9,25.7,5.96,81.3,47.5,86.1,1481,10.11,20.3,simulado
593,2026-01-13 14:00:00,Milho,41.2,34.0,6.91,45.9,69.3,56.2,2704,8.17,19.5,simulado
594,2026-01-13 14:30:00,Milho,97.9,28.7,7.19,60.0,92.7,42.0,3064,7.86,0.0,simulado
595,2026-01-13 15:00:00,Milho,37.2,26.7,6.14,82.6,18.0,58.5,1721,10.54,18.6,simulado
596,2026-01-13 15:30:00,Milho,75.2,17.3,5.52,49.4,0.0,63.3,919,11.27,0.0,simulado
597,2026-01-13 16:00:00,Milho,46.5,22.5,6.94,19.2,27.8,64.2,2737,9.64,11.2,simulado
598,2026-01-13 16:30:00,Milho,45.7,23.1,6.11,37.2,57.0,36.9,1676,11.6,14.9,simulado
599,2026-01-13 17:00:00,Milho,40.0,25.1,6.76,19.0,18.1,15.3,2504,9.28,19.2,real
600,2026-01-13 17:30:00,Milho,24.7,22.9,7.73,11.1,64.2,65.1,3744,5.3,25.9,simulado
601,2026-01-13 18:00:00,Milho,40.2,17.8,6.74,16.8,63.6,29.6,2488,7.92,15.5,simulado
602,2026-01-13 18:30:00,Milho,46.1,20.4,5.12,26.0,22.8,38.7,404,8.05,14.4,simulado
603,2026-01-13 19:00:00,Milho,41.0,26.5,5.89,84.7,55.9,68.0,1391,10.64,19.5,simulado
604,2026-01-13 19:30:00,Milho,43.2,18.1,5.76,48.5,74.1,64.3,1232,9.8,12.3,simulado
605,2026-01-13 20:00:00,Milho,88.7,16.2,6.06,6.9,0.0,36.8,1612,7.15,0.0,simulado
606,2026-01-13 20:30:00,Milho,65.0,18.8,6.95,48.2,92.2,89.3,2745,13.66,2.2,simulado
607,2026-01-13 21:00:00,Milho,76.4,22.1,7.35,20.2,72.6,42.7,3261,10.7,0.0,simulado
608,2026-01-13 21:30:00,Milho,77.0,19.7,6.11,10.1,37.0,51.8,1678,11.25,0.0,simulado
609,2026-01-13 22:00:00,Milho,94.0,14.9,6.41,42.0,47.4,40.2,2057,7.42,0.0,simulado
610,2026-01-13 22:30:00,Milho,49.4,17.7,7.54,68.3,56.1,75.4,3507,9.59,10.7,simulado
611,2026-01-13 23:00:00,Milho,51.9,25.8,5.66,64.5,37.6,35.7,1103,13.61,11.7,simulado
612,2026-01-13 23:30:00,Milho,36.4,23.7,5.64,48.8,92.2,38.1,1076,9.23,19.8,simulado
613,2026-01-14 00:00:00,Milho,64.9,32.2,5.71,25.4,64.1,74.0,1163,14.36,6.1,simulado
614,2026-01-14 00:30:00,Milho,94.5,21.0,5.46,56.0,38.9,43.1,849,7.86,0.0,simulado
615,2026-01-14 01:00:00,Milho,79.9,23.5,5.91,69.8,51.3,81.0,1414,14.06,0.0,simulado
616,2026-01-14 01:30:00,Milho,25.1,24.6,7.43,72.3,78.3,71.0,3367,7.52,28.2,simulado
617,2026-01-14 02:00:00,Milho,28.3,10.8,6.7,48.7,39.9,21.3,2430,5.61,15.1,simulado
618,2026-01-14 02:30:00,Milho,52.1,25.5,6.48,36.7,44.6,77.3,2154,13.34,9.8,simulado
619,2026-01-14 03:00:00,Milho,74.7,23.5,4.97,54.3,29.8,86.2,223,11.98,0.0,simulado
620,2026-01-14 03:30:00,Milho,21.9,14.4,5.67,96.3,79.8,69.0,1113,7.33,21.9,simulado
621,2026-01-14 04:00:00,Milho,74.0,34.4,6.57,37.8,38.1,80.9,2267,13.16,1.3,simulado
622,2026-01-14 04:30:00,Milho,64.5,27.2,6.21,7.1,30.9,49.3,1808,14.59,2.8,simulado
623,2026-01-14 05:00:00,Milho,78.5,19.1,6.96,50.6,66.5,88.9,2768,12.07,1.0,simulado
624,2026-01-14 05:30:00,Milho,22.4,31.9,5.28,11.4,59.8,55.1,607,5.9,33.3,simulado
625,2026-01-14 06:00:00,Milho,13.6,29.9,6.72,6.5,61.8,17.4,2455,6.96,35.1,simulado
626,2026-01-14 06:30:00,Milho,64.6,31.8,6.07,44.1,49.1,74.9,1624,15.37,2.7,simulado
627,2026-01-14 07:00:00,Milho,73.2,29.2,5.02,14.7,3.8,65.2,287,11.33,1.4,simulado
628,2026-01-14 07:30:00,Milho,11.2,24.9,6.32,29.0,40.2,21.8,1948,8.65,35.7,simulado
629,2026-01-14 08:00:00,Milho,51.4,23.5,6.48,40.3,10.4,41.2,2146,12.79,10.6,simulado
630,2026-01-14 08:30:00,Milho,43.5,26.5,5.68,38.4,85.4,40.0,1128,11.52,18.7,simulado
631,2026-01-14 09:00:00,Milho,21.0,37.4,6.31,12.5,99.4,34.1,1935,7.01,37.3,simulado
632,2026-01-14 09:30:00,Milho,94.5,26.2,5.53,61.9,87.6,21.1,934,8.94,1.3,simulado
633,2026-01-14 10:00:00,Milho,56.5,39.0,4.92,71.7,48.5,61.7,151,11.7,9.6,simulado
634,2026-01-14 10:30:00,Milho,26.3,28.4,6.4,16.9,75.7,88.9,2052,8.92,29.7,simulado
635,2026-01-14 11:00:00,Milho,86.7,30.9,4.48,99.8,61.7,34.8,0,8.97,0.5,simulado
636,2026-01-14 11:30:00,Milho,60.9,32.1,6.42,100.0,45.5,85.5,2075,16.0,9.0,simulado
637,2026-01-14 12:00:00,Milho,54.6,20.6,6.26,78.0,46.0,100.0,1867,14.04,9.7,simulado
638,2026-01-14 12:30:00,Milho,40.0,26.9,7.16,14.2,20.6,12.6,3022,7.03,19.3,real
639,2026-01-14 13:00:00,Milho,48.7,26.4,6.49,65.0,33.1,45.5,2161,11.83,15.4,simulado
640,2026-01-14 13:30:00,Milho,76.2,21.0,5.13,23.8,35.9,58.8,420,10.22,0.2,simulado
641,2026-01-14 14:00:00,Milho,55.3,26.3,6.32,45.0,68.0,67.4,1940,13.88,9.2,simulado
642,2026-01-14 14:30:00,Milho,68.9,23.4,6.05,57.8,67.6,56.3,1600,15.16,0.0,simulado
643,2026-01-14 15:00:00,Milho,38.5,31.7,5.85,48.7,100.0,8.9,1343,8.23,22.6,simulado
644,2026-01-14 15:30:00,Milho,28.7,29.1,6.38,64.5,76.6,47.9,2020,9.91,25.6,simulado
645,2026-01-14 16:00:00,Milho,47.7,31.8,5.6,35.8,76.4,49.8,1028,11.69,12.8,simulado
646,2026-01-14 16:30:00,Milho,87.1,20.0,6.55,38.9,14.8,0.0,2233,7.55,0.5,simulado
647,2026-01-14 17:00:00,Milho,51.0,25.7,5.89,56.3,56.3,77.1,1397,13.76,12.5,simulado
648,2026-01-14 17:30:00,Milho,57.9,24.9,4.61,79.5,30.6,51.9,0,12.08,6.4,simulado
649,2026-01-14 18:00:00,Milho,79.2,31.6,5.83,81.8,18.5,38.7,1312,11.46,0.0,simulado
650,2026-01-14 18:30:00,Milho,87.6,22.8,5.54,29.9,32.5,41.3,953,7.88,0.3,simulado
651,2026-01-14 19:00:00,Milho,62.2,32.4,5.89,14.1,51.9,44.7,1395,13.37,4.3,simulado
652,2026-01-14 19:30:00,Milho,78.7,27.9,6.05,71.6,62.2,53.2,1601,13.4,0.0,simulado
653,2026-01-14 20:00:00,Milho,83.9,26.2,5.26,42.7,78.1,50.9,591,10.02,1.2,simulado
654,2026-01-14 20:30:00,Milho,45.7,28.7,6.88,60.3,31.9,95.5,2656,11.59,14.1,simulado
655,2026-01-14 21:00:00,Milho,87.0,21.3,6.74,75.3,100.0,73.0,2483,10.88,0.0,simulado
656,2026-01-14 21:30:00,Milho,90.6,32.8,6.92,80.9,8.0,25.4,2707,7.47,0.0,simulado
657,2026-01-14 22:00:00,Milho,52.4,28.5,7.48,42.0,13.3,39.1,3430,10.33,10.6,simulado
658,2026-01-14 22:30:00,Milho,23.0,27.5,6.35,37.2,72.4,48.1,1989,7.9,31.9,simulado
659,2026-01-14 23:00:00,Milho,30.2,27.0,6.84,39.8,66.7,39.0,2610,8.01,24.7,simulado
660,2026-01-14 23:30:00,Milho,42.3,28.2,6.65,0.3,68.3,42.4,2367,9.98,16.6,simulado
661,2026-01-15 00:00:00,Milho,41.3,20.4,6.63,90.2,32.1,0.0,2341,8.69,15.6,simulado
662,2026-01-15 00:30:00,Milho,43.1,25.1,6.42,48.0,0.0,72.7,2077,10.21,15.4,simulado
663,2026-01-15 01:00:00,Milho,55.3,19.3,6.72,71.9,78.1,20.8,2458,14.04,10.4,simulado
664,2026-01-15 01:30:00,Milho,55.6,34.3,5.86,72.1,32.7,18.4,1356,13.04,9.3,simulado
665,2026-01-15 02:00:00,Milho,76.3,29.4,7.21,78.1,13.7,84.7,3083,12.49,0.0,simulado
666,2026-01-15 02:30:00,Milho,93.0,24.8,6.95,11.1,71.6,63.0,2753,8.07,0.0,simulado
667,2026-01-15 03:00:00,Milho,24.4,21.2,6.34,59.4,37.9,63.1,1966,7.71,22.7,simulado
668,2026-01-15 03:30:00,Milho,64.8,26.0,6.19,46.7,73.2,51.6,1785,16.0,4.0,simulado
669,2026-01-15 04:00:00,Milho,4.0,18.2,7.16,43.5,35.0,42.8,3023,4.15,32.6,simulado
670,2026-01-15 04:30:00,Milho,64.4,25.0,6.16,45.7,45.4,85.5,1740,16.0,4.0,simulado
671,2026-01-15 05:00:00,Milho,10.5,27.2,5.98,15.7,30.0,26.8,1513,9.0,37.3,real
672,2026-01-15 05:30:00,Milho,27.5,28.7,5.44,82.0,54.3,40.6,822,7.71,25.5,simulado
673,2026-01-15 06:00:00,Milho,79.3,27.4,6.15,47.7,68.5,100.0,1729,14.58,0.0,simulado
674,2026-01-15 06:30:00,Milho,52.3,31.4,6.33,87.4,82.1,24.1,1952,14.03,10.8,simulado
675,2026-01-15 07:00:00,Milho,35.3,21.5,7.35,46.1,63.2,50.5,3261,6.07,19.3,simulado
676,2026-01-15 07:30:00,Milho,47.5,18.5,5.57,25.9,76.4,50.8,983,10.03,12.9,simulado
677,2026-01-15 08:00:00,Milho,57.5,31.0,6.36,52.5,65.6,52.9,1995,15.6,7.8,simulado
678,2026-01-15 08:30:00,Milho,64.1,23.4,6.15,54.7,36.4,44.3,1729,16.0,3.8,simulado
679,2026-01-15 09:00:00,Milho,79.5,25.1,6.73,45.6,58.1,38.7,2468,12.11,0.5,simulado
680,2026-01-15 09:30:00,Milho,63.6,30.8,5.16,26.9,59.8,31.9,454,11.73,4.4,simulado
681,2026-01-15 10:00:00,Milho,58.7,30.1,6.67,64.0,55.5,94.4,2399,15.52,8.3,simulado
682,2026-01-15 10:30:00,Milho,20.0,30.5,6.54,53.8,50.6,51.2,2227,8.39,35.5,simulado
683,2026-01-15 11:00:00,Milho,56.8,27.2,5.4,61.2,83.5,96.8,766,14.65,7.3,simulado
684,2026-01-15 11:30:00,Milho,20.2,28.8,5.97,48.6,50.1,66.0,1492,8.95,32.6,simulado
685,2026-01-15 12:00:00,Milho,60.0,35.5,6.02,14.6,42.8,83.0,1560,14.27,6.9,simulado
686,2026-01-15 12:30:00,Milho,53.7,27.4,6.36,77.2,43.4,88.7,2001,15.87,12.0,simulado
687,2026-01-15 13:00:00,Milho,80.6,24.1,4.59,94.9,84.3,52.9,0,10.63,0.2,simulado
688,2026-01-15 13:30:00,Milho,65.2,25.2,6.54,50.7,67.8,59.9,2220,15.19,0.6,simulado
689,2026-01-15 14:00:00,Milho,69.6,30.4,5.83,68.9,94.3,30.8,1323,15.11,0.0,simulado
690,2026-01-15 14:30:00,Milho,31.5,30.9,6.28,49.6,58.4,77.3,1899,9.53,26.0,simulado
691,2026-01-15 15:00:00,Milho,73.2,27.0,4.57,61.7,25.0,43.8,0,11.21,0.0,simulado
692,2026-01-15 15:30:00,Milho,52.8,33.3,5.04,23.6,72.4,30.0,308,10.19,11.8,simulado
693,2026-01-15 16:00:00,Milho,42.1,23.3,7.01,26.5,82.0,27.2,2828,9.12,19.1,simulado
694,2026-01-15 16:30:00,Milho,49.5,32.1,6.52,100.0,57.7,48.9,2198,12.59,15.1,simulado
695,2026-01-15 17:00:00,Milho,61.9,37.9,4.93,56.1,63.1,82.2,160,11.82,8.3,simulado
696,2026-01-15 17:30:00,Milho,0.0,27.6,6.25,10.1,11.8,12.9,1857,6.77,44.8,real
697,2026-01-15 18:00:00,Milho,38.7,17.5,5.87,54.5,91.3,19.0,1373,7.94,16.9,simulado
698,2026-01-15 18:30:00,Milho,27.5,22.5,6.95,15.8,100.0,20.7,2754,5.49,20.7,simulado
699,2026-01-15 19:00:00,Milho,39.3,18.8,5.73,49.0,51.2,39.6,1189,7.78,17.4,simulado
700,2026-01-15 19:30:00,Milho,52.9,22.2,6.31,24.5,93.7,48.5,1927,11.88,10.4,simulado
701,2026-01-15 20:00:00,Milho,48.0,25.6,5.34,7.2,1.5,52.0,695,8.69,13.7,simulado
702,2026-01-15 20:30:00,Milho,65.3,21.7,5.71,56.4,23.5,92.4,1163,14.98,6.0,simulado
703,2026-01-15 21:00:00,Milho,67.4,24.9,7.23,34.0,100.0,46.9,3103,14.2,1.8,simulado
704,2026-01-15 21:30:00,Milho,69.1,24.6,4.93,38.8,35.5,93.4,172,13.43,0.0,simulado
705,2026-01-15 22:00:00,Milho,14.1,15.1,6.3,37.9,19.9,87.0,1924,6.67,25.7,simulado
706,2026-01-15 22:30:00,Milho,10.5,24.7,6.08,16.1,9.2,27.9,1637,8.28,35.8,real
707,2026-01-15 23:00:00,Milho,57.0,21.2,6.11,40.3,50.3,35.6,1674,12.64,7.6,simulado
708,2026-01-15 23:30:00,Milho,56.1,26.1,6.19,0.0,56.8,86.9,1781,13.24,8.3,simulado
709,2026-01-16 00:00:00,Milho,68.5,21.5,7.16,37.8,41.8,16.8,3017,11.76,0.0,simulado
710,2026-01-16 00:30:00,Milho,68.3,32.2,4.77,41.4,71.2,64.3,0,12.56,1.9,simulado
711,2026-01-16 01:00:00,Milho,70.4,26.1,6.0,28.8,16.8,44.0,1541,12.65,1.5,simulado
712,2026-01-16 01:30:00,Milho,43.3,29.7,5.58,21.5,16.4,0.0,1000,8.63,18.5,simulado
713,2026-01-16 02:00:00,Milho,67.2,21.9,5.37,53.7,30.8,23.4,735,11.92,0.2,simulado
714,2026-01-16 02:30:00,Milho,81.7,28.0,5.56,87.8,65.6,76.8,975,12.84,0.0,simulado
715,2026-01-16 03:00:00,Milho,30.4,29.7,6.4,5.7,49.1,6.8,2042,8.46,27.7,simulado
716,2026-01-16 03:30:00,Milho,37.7,26.6,5.5,57.6,78.3,42.0,895,9.61,18.7,simulado
717,2026-01-16 04:00:00,Milho,73.5,27.3,5.27,63.8,84.2,64.0,602,14.02,1.3,simulado
718,2026-01-16 04:30:00,Milho,64.6,27.3,6.12,81.9,42.2,52.7,1684,15.83,1.1,simulado
719,2026-01-16 05:00:00,Milho,32.5,18.7,5.1,100.0,25.3,48.8,385,8.03,17.9,simulado
720,2026-01-16 05:30:00,Milho,72.3,30.4,6.79,18.2,42.6,45.7,2543,13.43,1.0,simulado
721,2026-01-16 06:00:00,Milho,63.2,28.9,4.55,20.0,57.3,61.5,0,13.13,8.0,simulado
